a,b,c,n,l,m,quality,m is not a proper divisor of b
1,287277041664000,287277041664001,16949249,2,559872000,1.0699,False
1,288136807515648,288136807515649,257,6,2304,1.0340,False
1,289191315651875,289191315651876,17005626,2,11019750625,1.0283,False
1,290942818246115,290942818246116,17057046,2,58188563649223,1.0051,False
1,293475786388224,293475786388225,17131135,2,3114752,1.0092,False
1,293997969884160,293997969884161,17146369,2,168480211968,1.0139,False
1,294588306780624,294588306780625,17163575,2,4183661016,1.0282,False
1,296196732274688,296196732274689,17210367,2,34420736,1.0076,False
1,298633825050624,298633825050625,17281025,2,227598336,1.0137,False
1,300068971605000,300068971605001,17322499,2,813195045000,1.0740,False
1,303894705995775,303894705995776,17432576,2,2187,1.1254,False
1,303894740860928,303894740860929,17432577,2,16384,1.0917,False
1,304859457050624,304859457050625,17460225,2,810272768,1.0154,False
1,304895216640000,304895216640001,17461249,2,125440000,1.0303,False
1,305677422878688,305677422878689,17483633,2,944116128,1.0120,False
1,309100316400000,309100316400001,4193,4,50000,1.1118,False
1,309191464313280,309191464313281,17583841,2,21013056,1.0099,False
1,310816300580288,310816300580289,17629983,2,43808,1.0276,False
1,313254353285874,313254353285875,67915,3,1565109,1.0109,False
1,315595224999999,315595225000000,17765000,2,750141,1.2121,False
1,316061692959375,316061692959376,17778124,2,50625,1.1758,False
1,318343208730624,318343208730625,17842175,2,5619712,1.1585,False
1,318343244414975,318343244414976,4224,4,34225,1.1207,False
1,318343280099328,318343280099329,17842177,2,35684352,1.0034,False
1,318644777189375,318644777189376,17850624,2,17850625,1.0207,False
1,318644812890624,318644812890625,65,8,256,1.0428,False
1,322417935999999,322417936000000,17956000,2,35721,1.0287,False
1,322448928800768,322448928800769,17956863,2,94633984,1.1047,False
1,322560690566940,322560690566941,68581,3,5445468,1.0194,False
1,322941812211711,322941812211712,68608,3,9801,1.0601,False
1,325915105628160,325915105628161,18053119,2,331776,1.0015,False
1,326488508034048,326488508034049,18068993,2,136048896,1.0507,False
1,329733126404000,329733126404001,801,5,4000,1.0122,False
1,330240275458560,330240275458561,69121,3,41472,1.0079,False
1,332310112890624,332310112890625,18229375,2,10349856,1.1077,False
1,332469602595000,332469602595001,18233749,2,616005000,1.0151,False
1,333062536500000,333062536500001,18250001,2,1687500,1.0682,False
1,333188801971599,333188801971600,18253460,2,357911,1.0518,False
1,333188838478520,333188838478521,18253461,2,912673,1.0753,False
1,333400685303168,333400685303169,18259263,2,10976,1.0443,False
1,333576033796095,333576033796096,18264064,2,68921,1.0712,False
1,333576070324224,333576070324225,18264065,2,175616,1.0955,False
1,333640362930624,333640362930625,18265825,2,2494544688,1.0513,False
1,334123266763520,334123266763521,18279039,2,3655808,1.0343,False
1,334123303321599,334123303321600,18279040,2,38809,1.0126,False
1,334400068718880,334400068718881,18286609,2,1272112,1.0235,False
1,334493044300800,334493044300801,18289151,2,55324684800,1.0296,False
1,334935714960000,334935714960001,18301249,2,6324912000,1.0521,False
1,345196185255935,345196185255936,18579456,2,6241,1.0192,False
1,345196222414848,345196222414849,18579457,2,1769472,1.0412,False
1,346407772393088,346407772393089,18612033,2,99461408,1.0474,False
1,349831797771680,349831797771681,18703791,2,38416,1.0254,False
1,350550691554000,350550691554001,18722999,2,104892487000,1.0215,False
1,354336914697920,354336914697921,18823839,2,12657150016,1.0047,False
1,354684422747655,354684422747656,70786,3,1901946123,1.0019,False
1,357507737015624,357507737015625,18907875,2,14792,1.0149,False
1,358390333439999,358390333440000,18931200,2,927628849,1.0865,False
1,358720001409024,358720001409025,18939905,2,2301198336,1.0489,False
1,359710066368575,359710066368576,18966024,2,86158099729,1.0745,False
1,360040568320224,360040568320225,18974735,2,161525602656,1.0381,False
1,362976227244224,362976227244225,19051935,2,85184,1.0143,False
1,363250703184768,363250703184769,19059137,2,1219784832,1.0127,False
1,365694062750640,365694062750641,4373,4,34992,1.1026,False
1,366028641015624,366028641015625,19131875,2,531441,1.1251,False
1,366028679279375,366028679279376,4374,4,125,1.0996,False
1,366363487109375,366363487109376,19140624,2,78125,1.1800,False
1,366363525390624,366363525390625,4375,4,216,1.2095,False
1,368539206890624,368539206890625,19197375,2,21237780608,1.0021,False
1,368543507115168,368543507115169,19197487,2,104976,1.0280,False
1,368760009765624,368760009765625,19203125,2,25604168,1.0046,False
1,370517494866560,370517494866561,19248831,2,36996255104,1.0099,False
1,371164306640624,371164306640625,19265625,2,38416,1.0087,False
1,371307373046874,371307373046875,71875,3,1331,1.1108,False
1,372430133805600,372430133805601,4393,4,632736,1.0710,False
1,372749784679440,372749784679441,19306729,2,626470226352,1.0186,False
1,374720394428415,374720394428416,19357696,2,5365647,1.0261,False
1,374809561280000,374809561280001,19359999,2,1897280000,1.0041,False
1,378331714464000,378331714464001,19450751,2,98064208000,1.0278,False
1,380635768792320,380635768792321,4417,4,565504,1.0093,False
1,380981640600000,380981640600001,19518751,2,548964900000,1.0268,False
1,381093893967500,381093893967501,72501,3,30625,1.0437,False
1,381469687500000,381469687500001,19531249,2,312500000,1.0142,False
1,381469765625000,381469765625001,19531251,2,78125000,1.0055,False
1,382186625564835,382186625564836,19549594,2,219256227,1.0357,False
1,382563556429823,382563556429824,19559232,2,277729,1.0039,False
1,383879653565408,383879653565409,19592847,2,44783648,1.0621,False
1,384119821050624,384119821050625,19598975,2,15513984,1.0265,False
1,385815038730624,385815038730625,19642175,2,458441856,1.0040,False
1,386201143304000,386201143304001,19652001,2,39304000,1.0014,False
1,389677430582000,389677430582001,4443,4,9870125,1.0817,False
1,389677470062499,389677470062500,19740250,2,19740249,1.0138,False
1,391297812000000,391297812000001,19781249,2,21316000000,1.0117,False
1,391723263999999,391723264000000,19792000,2,450996363,1.0335,False
1,392388280116848,392388280116849,19808793,2,39617584,1.0106,False
1,393046445509200,393046445509201,19825399,2,1739143564200,1.0291,False
1,395072350286328,395072350286329,19876427,2,39752856,1.0001,False
1,395085230316000,395085230316001,19876751,2,25760268000,1.0616,False
1,395134844244000,395134844244001,19877999,2,5679428000,1.0157,False
1,395636962890624,395636962890625,19890625,2,25441936,1.0817,False
1,396109944105120,396109944105121,271,6,2592,1.0141,False
1,397645116163680,397645116163681,19941041,2,22957088,1.0048,False
1,398082343904000,398082343904001,19952001,2,5953600,1.1003,False
1,400013240109560,400013240109561,20000331,2,13680343369,1.0746,False
1,400250376257535,400250376257536,73696,3,44217,1.0083,False
1,400850331435008,400850331435009,20021247,2,65536,1.0128,False
1,401995322132040,401995322132041,20049821,2,1309921704,1.0426,False
1,407082637811520,407082637811521,20176289,2,2595197232,1.0512,False
1,411782512380624,411782512380625,20292425,2,6702298416,1.0116,False
1,414255843932175,414255843932176,20353276,2,5041142001,1.0510,False
1,415747491872768,415747491872769,20389887,2,22429696,1.0055,False
1,417655641390624,417655641390625,20436625,2,827683353,1.1056,False
1,419865671909375,419865671909376,20490624,2,3125,1.0091,False
1,419865712890624,419865712890625,20490625,2,20490624,1.0305,False
1,420198792560000,420198792560001,20498751,2,8464000,1.0591,False
1,421534074377024,421534074377025,20531295,2,1214795603392,1.0161,False
1,423361743081471,423361743081472,75088,3,2187,1.0117,False
1,423988251450624,423988251450625,20590975,2,614656,1.0516,False
1,428878212890624,428878212890625,20709375,2,2048,1.2131,False
1,428878254309375,428878254309376,20709376,2,3125,1.1836,False
1,429429839390720,429429839390721,20722689,2,4021255168,1.0258,False
1,429575324987600,429575324987601,20726199,2,400,1.0008,False
1,431237097530000,431237097530001,4557,4,10000,1.0129,False
1,432510009765624,432510009765625,275,6,3528,1.0127,False
1,435034805670143,435034805670144,20857488,2,350551817623,1.0445,False
1,439804693053440,439804693053441,20971521,2,8388608,1.0177,False
1,441894254880960,441894254880961,21021281,2,7029816336,1.0438,False
1,443807997696000,443807997696001,21066751,2,6912000,1.0018,False
1,444282800652288,444282800652289,21078017,2,2105745408,1.0287,False
1,444946246875000,444946246875001,21093749,2,390625,1.1388,False
1,444946289062499,444946289062500,21093750,2,208849,1.0878,False
1,445716586224000,445716586224001,21112001,2,14074668000,1.0850,False
1,448487643578624,448487643578625,76545,3,256,1.0059,False
1,450256443247008,450256443247009,21219247,2,10512288,1.0709,False
1,450477192904703,450477192904704,21224448,2,21224449,1.0258,False
1,450477235353600,450477235353601,4607,4,51200,1.1030,False
1,450689589761400,450689589761401,21229451,2,237184200,1.0352,False
1,453862674226808,453862674226809,21304053,2,3795441368,1.0110,False
1,456780208421888,456780208421889,21372417,2,2249728,1.0187,False
1,457163196890624,457163196890625,21381375,2,42762752,1.0116,False
1,457558795109375,457558795109376,21390624,2,21390625,1.0460,False
1,457558837890624,457558837890625,4625,4,9248,1.0689,False
1,457786034524224,457786034524225,21395935,2,914112,1.0151,False
1,458762894400000,458762894400001,21418751,2,44622400000,1.0066,False
1,459168826650624,459168826650625,21428225,2,26873856,1.0013,False
1,459543897150624,459543897150625,21436975,2,120048040008,1.0804,False
1,461984943007224,461984943007225,21493835,2,626450841,1.0440,False
1,462069804564480,462069804564481,21495809,2,359661568,1.0053,False
1,466015450186880,466015450186881,21587391,2,784996,1.1192,False
1,466963704891648,466963704891649,21609343,2,20736,1.0204,False
1,467478408320000,467478408320001,21621249,2,758912000,1.0569,False
1,471674021631687,471674021631688,77842,3,80098389,1.0137,False
1,475259576601600,475259576601601,21800449,2,691200,1.0102,False
1,475526756843775,475526756843776,21806576,2,46055860227,1.0567,False
1,475549828481024,475549828481025,21807105,2,40321335296,1.0420,False
1,478843850015000,478843850015001,21882501,2,417605000,1.0003,False
1,481137600652800,481137600652801,21934849,2,5015768576,1.0575,False
1,483690245575680,483690245575681,21992959,2,104808287232,1.0060,False
1,484883262604224,484883262604225,22020065,2,31074292656,1.0502,False
1,490084712552448,490084712552449,22137857,2,22669166592,1.0022,False
1,490329056390624,490329056390625,22143375,2,32,1.0019,False
1,491491208499200,491491208499201,22169601,2,102400,1.0045,False
1,491684901212960,491684901212961,22173969,2,5458208,1.0139,False
1,493037555393600,493037555393601,22204449,2,1110222400,1.0037,False
1,494424575635599,494424575635600,22235660,2,22235661,1.0144,False
1,494424620106920,494424620106921,22235661,2,1156,1.0360,False
1,497228676890624,497228676890625,22298625,2,1605632,1.0043,False
1,502232380342271,502232380342272,79488,3,6859,1.0292,False
1,505298652364800,505298652364801,22478849,2,1213857792,1.0582,False
1,505391359389920,505391359389921,22480911,2,161466887984,1.0273,False
1,506127652392960,506127652392961,22497281,2,40495104,1.0271,False
1,509495229144000,509495229144001,4751,4,216000,1.0124,False
1,511643454094368,511643454094369,22619537,2,255821727047184,1.0317,False
1,512088612890624,512088612890625,22629375,2,50176,1.0356,False
1,512088658149375,512088658149376,22629376,2,151875,1.0141,False
1,514461534257151,514461534257152,80128,3,59319,1.0269,False
1,515661938492480,515661938492481,22708191,2,70304,1.0383,False
1,515661983908863,515661983908864,22708192,2,161051,1.0167,False
1,518985306000000,518985306000001,22781249,2,729000000,1.0229,False
1,519600673152000,519600673152001,22794751,2,615458304,1.1322,False
1,521279721065600,521279721065601,22831551,2,440451200,1.0070,False
1,522756597104640,522756597104641,22863871,2,18730082304,1.0315,False
1,523412355534848,523412355534849,22878207,2,346112,1.0283,False
1,527637760114688,527637760114689,22970367,2,65536,1.0115,False
1,528897011013120,528897011013121,22997761,2,5887427072,1.0131,False
1,528897057008643,528897057008644,22997762,2,1225449,1.0115,False
1,528930634274063,528930634274064,22998492,2,60217423,1.0078,False
1,529867914687999,529867914688000,80920,3,6561,1.0183,False
1,531284060159999,531284060160000,23049600,2,23049601,1.1017,False
1,531284106259200,531284106259201,4801,4,76832,1.1271,False
1,531726935232024,531726935232025,23059205,2,46118408,1.0534,False
1,532979602495200,532979602495201,23086351,2,763581092400,1.0312,False
1,534571438881600,534571438881601,23120801,2,451137600,1.0086,False
1,535163495227200,535163495227201,23133601,2,4497172228800,1.0194,False
1,536851170662400,536851170662401,23170049,2,8279884800,1.0233,False
1,544170390051599,544170390051600,23327460,2,16795900801,1.0193,False
1,544490443193760,544490443193761,23334319,2,501834509856,1.0200,False
1,548291494140624,548291494140625,23415625,2,93662504,1.0649,False
1,550460141600768,550460141600769,23461887,2,22478848,1.0475,False
1,550559249072000,550559249072001,23463999,2,415292000,1.0431,False
1,551369148525000,551369148525001,23481251,2,309584025000,1.0035,False
1,552882095768024,552882095768025,23513445,2,85098059992,1.0196,False
1,552937588890624,552937588890625,23514625,2,6718464,1.0052,False
1,553006065598560,553006065598561,23516081,2,129056258016,1.0008,False
1,553303254715200,553303254715201,23522399,2,12737476800,1.0983,False
1,558845013849408,558845013849409,287,6,1728,1.0001,False
1,562563494733240,562563494733241,23718421,2,15264238088,1.1233,False
1,564668335088000,564668335088001,23762751,2,5940688000,1.0196,False
1,565219533027240,565219533027241,82681,3,823543,1.0912,False
1,567407692543040,567407692543041,23820321,2,9528128,1.0077,False
1,568055980905624,568055980905625,23833925,2,104249583576,1.0119,False
1,570630428688383,570630428688384,288,6,289,1.0316,False
1,570630476464128,570630476464129,23887873,2,11943936,1.0538,False
1,571952527349840,571952527349841,23915529,2,783496612808,1.0379,False
1,573602452100000,573602452100001,23949999,2,304862500,1.0709,False
1,576000048000000,576000048000001,24000001,2,5776000000,1.0070,False
1,577795444965375,577795444965376,24037376,2,274625,1.0205,False
1,579076047872000,579076047872001,24063999,2,198722048000,1.0295,False
1,581641699328000,581641699328001,24117249,2,262144000,1.0025,False
1,582622188954623,582622188954624,24137568,2,24137569,1.0671,False
1,582622237229760,582622237229761,17,12,64,1.0908,False
1,582643164752647,582643164752648,83522,3,310781641,1.0390,False
1,583096685286024,583096685286025,24147395,2,48294792,1.0017,False
